영농작물,재배제목,재배내용
고추,이랑만들기,"① 고추 이랑은 두줄이랑이나 한줄이랑으로 이랑을 만드는데 한줄이랑은 배수가 양호한 특징이 있다. 퇴비와 비료를 고루 펼친 다음 밭을 갈아엎고 로터리 작업으로 흙을 곱게 분쇄한 다음, 두 줄이랑은 두둑 넓이를 120cm, 고랑을 30cm로 하고, 한줄이랑은 두둑 넓이를 60cm, 골 간격을 100cm로 하며, 높이를 45cm로 높게 만든다. ② 이 작업은 고추를 심기 1~2주전에 밭을 만들어야 한다. 이때 비닐을 씌워주면 땅 온도가 높아져서 고추를 옮겨 심은 후 활착이 원활하고 땅의 수분증발을 막아주어 가뭄 걱정을 덜어준다."
고추,[모종심기],"① 고추 모종 심기 좋은 날 : 고추 모종을 심기 좋은 날은 햇빛이 좋은 맑은 날이 좋은데 맑은 날은 땅 온도가 높아 뿌리의 활착이 매우 빠르게 진행된다. 바람이 심하게 부는 날은 고추 모종의 잎에서 증산작용이 활발하여 쉽게 시들게 되므로 좋지 않다. 비가 오는 날은 물주는 노력을 덜 수 있지만 땅 온도가 낮아서 좋지 않다.  ② 모종 심는 요령 : 고추를 심을 때 주의해야할 점은 모종 흙이 밭 흙 위로 올라오도록 얕게 심는 것이다. 고추 모종을 얕게 심으면 땅 온도가 높아서 뿌리내림이 매우 빨라진다. 햇빛을 직접 받는 겉흙은 땅 온도가 빨리 오르는 반면 땅속 깊은 곳은 온도가 낮아서 새 뿌리의 발생이 더디기 때문이다. 또 고추 모종은 땅에 맞닿는 부분이 병으로부터 매우 취약하므로 모종 흙이 땅 위로 약간 드러나게 심으면 땅에서 전염되는 병의 감염을 막을 수 있다. (그림 1.)③ 고추 모종 심는 간격 ▶ 한 줄 이랑(100cm) : 두둑 60cm, 고랑 40cm의 이랑을 만들고, 줄 간격 100cm, 심는 간격은 40cm로 심는다. 이렇게 외 줄 이랑으로 심을경우 1㎡당 3포기 정도 심을 수 있다. (그림 2.)▶ 두 줄 이랑(150cm) : 두둑 120cm, 고랑 30cm의 이랑을 만들고, 줄 간격 70cm, 심는 간격은 40cm로 심는다. (그림 3.)"
고추,[웃거름],"① 고추를 심은 후 25일 경과하면 1차 웃거름을 주고 이후 25일 경과할 때마다 2~3차 웃거름을 주는데, 8월 상순까지 모두 3회를 준다. ② 8월 하순에 주는 비료는 고추 생육에 큰 도움을 주지 못한다. ③ 웃거름 주는 위치는 1차 웃거름은 포기에서 15cm 반경에 2차 웃거름은 30cm 반경, 3차 웃거름은 45cm 반경에 호미로 흙을 파고 비료를 넣고 덮어 준다. 웃거름은 웃거름 전용비료(N-K비료)로 주는 것이 편리한데 웃거름 전용비료인 ‘원예추비’(13-0-13-3-0.3)나 ‘원예웃거름’(12-0-12-2-0.2)이 있다. 웃거름을 ‘원예추비’나 ‘원예웃거름’으로 줄 경우에 매회 차 10g/㎡씩 3회를 주며 자람세를 보아 주는 양을 가감할 수 있는데, 무성히 잘 자라면 30% 줄이고 자람세가 약하면 30% 가량 늘려 줄여준다. ④ 화학비료 대신 깻묵비료를 만들어 줄 수 있는데, 깻묵과 쌀겨를 3;2로 섞어서 10배 물을 부어 2개월가량 발효시킨다. 이때 물대신 막걸리로 대신하여도 좋고 흑설탕을 조금 가미하여도 좋다. 발효가 끝나면 윗물을 따로 받아 물 10배에 희석하여 물 비료 상태로 웃거름으로 준다. 깻묵 찌꺼기는 밭흙 속에 넣어주어도 좋다. 깻묵비료는 발효하면서 냄새가 고약하므로 아파트에서는 만들기 곤란하다."
고추,[지주세우기],① 고추는 줄기가 있지만 나무처럼 곧바로 서지 못하므로 줄기가 쓰러지지 않도록 버팀목(지주)를 세워주어 지탱하도록 한다. ②고추 모종 1개당 1개씩 세워주거나 이랑을 따라서 1m 간격으로 버팀목(지상 1m)을 세워서 버팀목을 잇는 유인 줄을 가로로 연결하여 고추 모종이 유인 줄에 의지하도록 하여 쓰러짐을 막는다. ③ 고추의 줄기는 자라는 그대로 방임하며 쓰러지지 않도록 지주에 잘 결속해주는 노력을 해주며 줄기를 솎아주거나 순지르기 노력을 하지 않아도 된다.
들깨,이랑 만들기,"① 씨앗을 직접 뿌려서 재배할 때는 퇴비와 비료를 고루 펼친 다음 밭을 갈아엎고 로터리 작업으로 흙을 곱게 분쇄한 다음, 두둑 폭을 90~120cm, 고량 폭을 30~40cm로 이랑을 만든다. 씨뿌림 줄 폭을 60cm로 하고 씨앗 뿌리는 간격은 25cm로 한다."
들깨,밑거름,"① 텃밭에 밑거름을 줄 때는 복합비료를 주는 것이 간편하다. 원예용 복합비료는 여러 가지 제품이 나와있는데, ② 예를 들어 성분량이 10-11-12-2(고토)-0.3(붕소)으로 표시되어있을 경우에 비료성분은 질소(N) 성분이 10%, 인산(P) 11%,칼리(K) 12%, 고토(Mg) 2%, 붕소(B) 0.3%가 함유되어 있음을 의미하며 전 세계적으로 공통적인 표기방법이다. ③ 밑거름으로 1㎡당 퇴비 2kg, 질소 4g, 인산 3g, 칼리 2g을 기준으로 주는데 복합비료로 줄 때는원예용 복합비료(10-11-12-2 고토-0.3 붕소)로 4g/1㎡를 준다."
들깨,씨뿌리기(직파),"① 들깨는 5월하순부터 6월하순까지 파종하는 것이 좋다. ② 들깨를 잎으로만 수확할 때는 20~30cm 폭에 10~15cm 간격으로 점뿌림하는데 1주에 종자 6립 내외를 넣어주고 가급적 얕게 흙을 덮어주며 나중에는 솎아주어 주당 1본씩 가꾼다.(그림 1) ③ 종실을 수확할 때는 60×25cm 간격으로 심는 것이 좋다. (그림 2)[재배 TIP]들깨는 파종기간이 매우 길며 척박한 토양, 산성토양, 개간지, 인산결핍 토양 등 토양 환경이 불량해도 다른 작물에 비해 적응력이 높아서 무난하게 생육한다. 다른 작물보다 재배적응력이 높은 편이나 지나치게 습하거나 비옥한 토양에서는 결실불량 또는 지나친 영양생장으로 도장하기 쉬우므로 배수가 비교적 잘되는 모래참흙이나 참흙이 적합한 토양조건이다.※ 도장 : 식물 생장에서 가로 방향 보다는 신장 생장이 우세한 것을 뜻함."
들깨,모기르기,"① 들깨는 모 기르는 기간을 30~40일 내외로 하며 5월 중순경, 모판에 씨앗을 뿌려 30~40일간 모를   길러 6월 중하순경에 본밭에 심는다. ② 육묘는 90cm 두둑에 12×10cm 간격으로 씨앗을 뿌려 모종 1본씩 가꾼다. ③ 들깨 10㎡ 재배시 파종량은 5g 가량 소요된다."
들깨,모종심기,① 들깨를 잎으로만 수확할 때는 20~30cm 폭에 10~15cm 간격으로 심고 종자 생산을 겸할 때는   &nbsp;&nbsp;&nbsp;&nbsp;60×25cm 간격으로 심는 것이 좋다.
들깨,솎음작업,"[직파재배시 솎음작업] ① 들깨를 모종으로 심지 않고 씨앗으로 직접 뿌렸다면 1개 파종구에서 들깨 싹이 4~5본 가량 올라온다.이 모두를 기르지 않고 1구에 1본씩만 가꾸어야 하므로 싹을 솎아주어야 한다. ② 1차 솎음은 떡잎위에 나오는 본엽 1매 출현 시에 4~5본 중에서 2본을 남기고 제거하며, 본엽 4~5매시에 1본만 남기고 2차솎음 작업을 해준다. 이때 김매기 작업도 같이 해주면 좋다. ③ 1차에서 솎아줄 싹은 떡잎이 기형적이거나 아주 작거나 아주 큰 것을 솎아주고, 2차에서는 들깨 싹들의 생육이 똑같이 자라는 것이 관리나 품질에서 좋으므로 포기 주변 들깨들의 생육을 지켜보아 평균적으로 고르게 자라게끔 생육이 지나치게 빠르거나 또는 더디게 자라는 싹을 제거하여 들깨 생육이 균일하고 고르게 유지시키는 것이 관리나 들깨의 품질이 좋다."
들깨,수확,"[들깻잎 수확]① 깻잎만 수확할 때는 7월부터 잎 크기가 7cm 이상 자란 것을 수확할 수 있는데 생장점에서 아래쪽으로 잎이 완전히 전개된 것을 2매 가량 남기고 밑에 있는 잎을 따서 수확한다. ② 수확은 5~7일 간격으로 수확할 수 있다. 만생종 들깨는 주당 30매 이상 수확이 가능하다. ③ 들깻잎과 종실 수확을 겸할 때는 1차 수확을 7월 30일, 2차 수확은 8월 15일경이 좋다. ④ 잎을 너무 많이 따게 되면 종실 수량이 저하되므로 유의해야 한다.(그림1.들깨잎 수확)[종실용 들깨 수확]① 줄기와 잎이 누렇게 황변하고 줄기를 흔들면 종실이 탈립되기 시작할 때이다. 수확적기 및 기름함량이 많아지는 과정을 보면 개화 후 점차적으로 씨무게 및 기름함량이 높아져서 개화 후 30~32일 경에 최고에 도달하고 후에는 점차적으로 감소된다. ② 우리나라 기상에서는 9월 5일에서 9월 20일 사이에 대부분의 품종들이 개화한다. ③ 따라서 조생종이나 중생종이 9월상순에 개화하게 되면 개화기로 부터 32일 경에 수확하는 것이 바람직하며, 개화가 늦은 만생종 들깨는 9월 20일경에 개화하는 것으로 결실기간이 약간 단축되어 개화기부터 29일에 수확하는 것이 수확적기가 된다.(그림2.종실용 들깨 수확)(그림3.들깨 탈곡)"
들깨,모종 기르기(육모파종),"① 5월 중순경, 모판에 씨앗을 뿌린다. ② 30~40일간 모를 길러 6월 중하순경에 본밭에 심는다. ③ 육묘는 90㎝ 두둑에 12x10㎝ 간격으로 씨앗을 뿌려 모종 1본씩 가꾼다. ④ 들깨 10㎡ 재배 시 파종량은 5g 가량 소요된다."
테스트,밭만들기 test입니다.,밭만들기 test입니다.
테스트,밭만들기 테스트입니다.,밭만들기 테스트입니다.
테스트,오렌지,오렌지
파,밑거름,"① 텃밭에 가꾸는 파 밑거름을 줄 때는 복합비료를 주는 것이 간편하다. 원예용 복합비료는 여러 가지 제품이 나와 있는데, 예를 들어 성분량이 10-11-12-2(고토)-0.3(붕소)으로 표시되어있을 경우에 비료성분은 질소(N) 10%, 인산(P) 11%, 칼리(K) 12%, 고토(Mg) 2%, 붕소(B) 0.3%가 함유되어 있음을 의미하며 전 세계적으로 공통적인 표기방법이다. 위의 예에서 복합비료 포장단위는 20kg이므로 실제 1포에 들어 있는 비료실량은 질소 2kg, 인산 2.2kg, 칼리 2.4kg, 고토 0.4kg, 붕소 60g이 함유되어 있는 셈이다.② 파밭에 밑거름은 1㎡ 당 퇴비 1.5 kg, 석회 200g, 원예용복합비료 60g 또는 혼합유기질비료 100 g을 밭 전면에 고루 펼쳐 뿌려주고 늦어도 정식 7~10일 전에 밭 전면에 골고루 뿌리고 밭을 갈아두어야 한다.③ 텃밭은 규모가 작기 때문에 작물별로 비료를 세분하여 따로 줄 수 없다. 그래서 위의 비료량을 밑거름으로 준 다음 다른 작물을 함께 심어도 큰 문제가 없다."
파,이랑만들기,"① 퇴비와 비료를 고루 펼친 다음 밭을 갈아엎고 로터리 작업으로 흙을 곱게 분쇄한 다음, 파 이랑 만들기 그림과 같이 이랑 너비(80 cm)에 두둑을 60cm, 고랑을 20cm로 만드는데 이때 고랑은 파를 심는 골이 되며 두둑은 북주기 할때 필요한 흙이 된다.② 파를 기대어 심는 쪽의 골은 수직으로 파야 연백부분이 구부러지지 않아 좋은 파를 수확을 할 수 있다."
파,모기르기,"① 봄 파종은 4월 상순이 적기이고, 가을파종은 8월 하순이 적기이다. ② 파종기의 온도가 15℃이하로 내려가면 발아가 더디다. ③ 모판 1㎡에 파를 기르면 본밭 10㎡에 파를 심을 수 있다. ④ 파종상의 이랑은 90~100cm로 하여 15cm 간격으로 줄뿌림을 한다. 플러그트레이(406홀)에 모종을 기를 수 있는데 홀당 파 씨앗을 3~5립을 넣는다. 씨앗 소요량은 모판 1㎡에 4ml 가량 소요된다. 플러그 육묘는 관행에 비해서 묘상 면적이 1/5정도 적게 들고 발아율이 높습니다. 또한 병해충과 잡초 발생이 적으며 솎음작업도 불필요한 장점이 있습니다.*파종상=모판(묘상의 하나로 종자를 뿌려 묘목을 키우는 곳)⑤ 파 씨를 뿌린 후 씨앗이 보이지 않을 정도로 흙을 덮어 주며 육묘상이 마르지 않도록 수시로 물주기를 해준다.(그림2.3_출처:농촌진흥청)"
파,모종심기(아주심기),"① 씨앗을 뿌린 후 50여일이 경과되면 아주심기를 할 수 있을 정도로 모종이 큰다. 모종을 심는 깊이는 잎집 깊이만큼 5~10cm 깊이로 흙을 덮어주며 뿌리 부분에 볏짚이나 거친 퇴비를 조금 넣어주면 공기를 좋아하는 파 뿌리는 활착이 빠르며 뿌리가 빨리 돋아나온다. ② 묘상에서 기른 모종을 아주심기 할 경우 미리 물을 뿌려두고 물이 빠지기를 기다렸다가 모를 옮기면 상할 염려가 없다.  ② 이랑 나비 80cm에 포기 간격은 7cm로 한 포기에 3본씩 심고, 모종을 심은 후 물을 충분히 주어 뿌리가 잘 자라도록 한다.(그림2,3_출처:농촌진흥청)③ 모종이 기대어지는 면이 수직이 되도록 이랑을 만들어 수직으로 심어주면 파가 곧게 자라지만 곧게 심는 것이 생각만큼 쉽지 않다. 약간 비스듬이 심어 주어도 파는 자력으로 일어서서 곧게 자라므로 편한 방법을 쓰면 된다.   [재배Tip]쪽파 씨 준비와 씨 뿌리기① 봄철 일장이 12시간 이상이 되면 쪽파의 생육이 저조해지며 지상부가 마른다. 이때 쪽파를 수확하여 햇볕에 10일 이상 말리면 쪽파는 강제로 잠을 자고 깨게 된다. ② 말린 쪽파는 냉암소(시원하고 그늘진 곳)에 저장하다가 파종을 할 때는 쪽파를 반나절 정도 햇볕에 쪼여 외피를 제거하고 1㎡당 100g 정도 종구를 준비한다. 종구가 큰 것은 2~3개씩 쪼개어 파종한다. 이때 벤레이트티수화제 500배액에 디메토유제 1000배액을 혼합한 약액에 한 시간 정도 담갔다가 음지에서 말려 파종하면 고자리파리와 뿌리응애를 예방할 수 있다. ③ 쪽파의 크기는 5g이상 되는 큰 것으로 심으면 생육과 수량이 우수하다.(그림4,5)"
파,(1차)웃거름,"① 파는 아주 심은 후 50일간은 생육 속도가 완만하여 더디 자라지만 60일이 경과되면 생육속도가 빨라져서 왕성한 생육을 한다. ② 웃거름은 아주 심은 후 40일경에 1차 웃거름을 주고 이후 1개월 마다 2차, 3차 웃거름을 준다. ③ 웃거름 주는 양(1㎡당)은 1차에 복합비료(17-21-17)로 30g을 주고, 2차에는 요소 16g과 염화가리 13g을 뿌려주고 3차에는 요소 21g과 염화가리 17g을 줄 사이를 호미로 파서 비료를 넣고 흙으로 덮어준다."
파,(1차) 북주기/웃거름,"[북주기]① 모종을 심은 후 1개월 이상 자라면 잎집이 자라 올라오므로 잎집 부분까지 두둑에 얹어있는 흙으로 1차 북주기를 한다.* 북주기 작업은 파의 쓰러짐을 방지하고 연백부를 길게하여 품질을 좋게하는 작업이다. * 1차 북주기를 너무 많이 하면 어린모가 굽어져 수확기에 연백부가 굽어 상품성이 떨어지고, 북주기를 깊이 할수록 연백의 길이는 길어지나 비대는 반대로 나빠져 줄기가 오히려 가늘어지고 수량이 감소하므로 주의한다. ② 1차 북주기 이후 파는 생육이 계속되어 잎집이 자라 올라오므로 매1개월 마다 두둑에 얹혀있는 흙으로 북주기를 두 번 더 해준다. ③ 이렇게 북주기를 3차례 해주면 파의 잎집은 북주기로 30cm 이상 흙에 묻혀 있게 되고 잎집은 하얗게 연백되어 잎집이 희고 부드럽게 되어 파의 풍미와 품질을 좋게 되며 바람에 쓰러지지 않는다. * 여름철 과도한 배토는 공기유통을 차단하여 뿌리발달을 저해하고 습해가 발생할 수 있다.* 해를 넘겨 월동 재배할 경우에는 북주기를 높이 하는 것이 유리하다.[웃거름]① 파는 아주 심은 후 50일간은 생육 속도가 완만하여 더디 자라지만 60일이 경과되면 생육속도가 빨라져서 왕성한 생육을 한다. ② 웃거름은 아주 심은 후 40일경에 1차 웃거름을 주고 이후 1개월 마다 2차, 3차 웃거름을 준다. ③ 웃거름 주는 양(1㎡당)은 1차에 복합비료(17-21-17)로 30g을 주고, 2차에는 요소 16g과 염화가리 13g을 뿌려주고 3차에는 요소 21g과 염화가리 17g을 줄 사이를 호미로 파서 비료를 넣고 흙으로 덮어준다. * 시기적으로 북주기를 할 때 웃거름을 같이 해도 무방하다."
